episode,reward,length,moving_avg_100,mean_squared_td_error
1377,1.000000,6,0.930000,0.00000000
1378,1.000000,6,0.930000,0.00000000
1379,1.000000,6,0.930000,0.00000000
1380,1.000000,8,0.930000,0.00081115
1381,1.000000,6,0.930000,0.00000000
1382,0.000000,3,0.920000,0.00000000
1383,1.000000,7,0.920000,0.00023780
1384,1.000000,6,0.930000,0.00000000
1385,1.000000,6,0.930000,0.00000000
1386,1.000000,6,0.930000,0.00000000
1387,1.000000,6,0.930000,0.00000000
1388,1.000000,6,0.930000,0.00000000
1389,1.000000,8,0.940000,0.00101361
1390,1.000000,6,0.940000,0.00000000
1391,0.000000,3,0.930000,0.00000000
1392,1.000000,6,0.930000,0.00000000
1393,1.000000,6,0.930000,0.00000000
1394,1.000000,6,0.930000,0.00000000
1395,1.000000,7,0.930000,0.00019262
1396,1.000000,6,0.930000,0.00000000
1397,1.000000,6,0.930000,0.00000000
1398,0.000000,2,0.920000,0.00000000
1399,1.000000,6,0.920000,0.00000000
1400,1.000000,8,0.920000,0.00066460
1401,1.000000,6,0.920000,0.00000000
1402,1.000000,6,0.920000,0.00000000
1403,1.000000,10,0.920000,0.00606953
1404,1.000000,6,0.920000,0.00000000
1405,1.000000,6,0.920000,0.00000000
1406,0.000000,4,0.910000,0.00000000
1407,1.000000,6,0.910000,0.00000000
1408,1.000000,8,0.920000,0.00108581
1409,1.000000,6,0.920000,0.00000000
1410,1.000000,6,0.920000,0.00000000
1411,1.000000,8,0.930000,0.00055198
1412,1.000000,6,0.930000,0.00000000
1413,1.000000,6,0.930000,0.00000000
1414,1.000000,6,0.930000,0.00240482
1415,1.000000,6,0.930000,0.00196007
1416,1.000000,6,0.930000,0.00000000
1417,1.000000,6,0.930000,0.00000000
1418,1.000000,6,0.930000,0.00000000
1419,1.000000,6,0.930000,0.00000000
1420,1.000000,6,0.930000,0.00000000
1421,1.000000,6,0.930000,0.00000000
1422,1.000000,6,0.930000,0.00000000
1423,1.000000,8,0.930000,0.00042451
1424,1.000000,6,0.930000,0.00000000
1425,0.000000,2,0.920000,0.00000000
1426,1.000000,6,0.920000,0.00000000
1427,1.000000,6,0.920000,0.00000000
1428,1.000000,6,0.920000,0.00000000
1429,1.000000,6,0.920000,0.00000000
1430,1.000000,6,0.920000,0.00000000
1431,1.000000,8,0.920000,0.00657295
1432,1.000000,6,0.930000,0.00000000
1433,1.000000,6,0.930000,0.00000000
1434,1.000000,6,0.930000,0.00000000
1435,1.000000,6,0.930000,0.00000000
1436,1.000000,6,0.930000,0.00000000
1437,1.000000,6,0.930000,0.00000000
1438,1.000000,7,0.930000,0.00004381
1439,1.000000,6,0.930000,0.00000000
1440,1.000000,6,0.930000,0.00000000
1441,0.000000,5,0.920000,0.00000000
1442,1.000000,6,0.920000,0.00000000
1443,1.000000,6,0.920000,0.00000000
1444,1.000000,6,0.920000,0.00000000
1445,1.000000,6,0.920000,0.00000000
1446,1.000000,6,0.920000,0.00000000
1447,1.000000,7,0.920000,0.00015602
1448,1.000000,6,0.920000,0.00000000
1449,1.000000,6,0.920000,0.00000000
1450,1.000000,6,0.920000,0.00000000
1451,1.000000,6,0.920000,0.00000000
1452,1.000000,8,0.920000,0.00336515
1453,1.000000,6,0.930000,0.00000000
1454,1.000000,6,0.930000,0.00000000
1455,1.000000,6,0.930000,0.00000000
1456,0.000000,2,0.920000,0.00000000
1457,1.000000,6,0.920000,0.00000000
1458,1.000000,6,0.920000,0.00000000
1459,1.000000,8,0.920000,0.00034385
1460,1.000000,6,0.920000,0.00000000
1461,1.000000,6,0.920000,0.00000000
1462,1.000000,6,0.920000,0.00000000
1463,1.000000,6,0.920000,0.00000000
1464,1.000000,6,0.920000,0.00000000
1465,1.000000,6,0.920000,0.00000000
1466,1.000000,8,0.920000,0.00082102
1467,1.000000,6,0.920000,0.00000000
1468,1.000000,6,0.920000,0.00000000
1469,1.000000,6,0.930000,0.00000000
1470,1.000000,6,0.930000,0.00000000
1471,0.000000,2,0.920000,0.00000000
1472,1.000000,6,0.920000,0.00000000
1473,1.000000,6,0.920000,0.00000000
1474,1.000000,6,0.920000,0.00000000
1475,1.000000,6,0.920000,0.00000000
1476,1.000000,6,0.920000,0.00000000
1477,1.000000,6,0.920000,0.00000000
1478,1.000000,6,0.920000,0.00159755
1479,1.000000,6,0.920000,0.00000000
1480,1.000000,7,0.920000,0.00012638
1481,1.000000,6,0.920000,0.00000000
1482,1.000000,6,0.930000,0.00000000
1483,1.000000,6,0.930000,0.00000000
1484,1.000000,6,0.930000,0.00000000
1485,1.000000,6,0.930000,0.00000000
1486,1.000000,6,0.930000,0.00000000
1487,1.000000,6,0.930000,0.00000000
1488,0.000000,4,0.920000,0.00000000
1489,1.000000,6,0.920000,0.00000000
1490,1.000000,6,0.920000,0.00000000
1491,1.000000,6,0.930000,0.00000000
1492,1.000000,6,0.930000,0.00000000
1493,1.000000,6,0.930000,0.00000000
1494,1.000000,8,0.930000,0.00007217
1495,1.000000,6,0.930000,0.00000000
1496,1.000000,6,0.930000,0.00000000
1497,1.000000,6,0.930000,0.00000000
1498,1.000000,6,0.940000,0.00000000
1499,1.000000,6,0.940000,0.00000000
1500,1.000000,6,0.940000,0.00000000
1501,1.000000,6,0.940000,0.00000000
1502,1.000000,6,0.940000,0.00000000
1503,1.000000,6,0.940000,0.00000000
1504,0.000000,2,0.930000,0.00000000
1505,1.000000,6,0.930000,0.00000000
1506,1.000000,6,0.940000,0.00000000
1507,1.000000,6,0.940000,0.00000000
1508,1.000000,7,0.940000,0.00001712
1509,1.000000,6,0.940000,0.00000000
1510,1.000000,6,0.940000,0.00000000
1511,0.000000,4,0.930000,0.00000000
1512,1.000000,6,0.930000,0.00000000
1513,1.000000,6,0.930000,0.00000000
1514,1.000000,6,0.930000,0.00000000
1515,1.000000,8,0.930000,0.00027852
1516,0.000000,2,0.920000,0.00000000
1517,1.000000,6,0.920000,0.00000000
1518,1.000000,6,0.920000,0.00000000
1519,1.000000,6,0.920000,0.00000000
1520,1.000000,6,0.920000,0.00000000
1521,1.000000,8,0.920000,0.00087950
1522,1.000000,7,0.920000,0.00034499
1523,1.000000,6,0.920000,0.00000000
1524,1.000000,8,0.920000,0.00055897
1525,1.000000,6,0.930000,0.00000000
1526,1.000000,6,0.930000,0.00000000
1527,0.000000,3,0.920000,0.00000000
1528,1.000000,6,0.920000,0.00000000
1529,0.000000,2,0.910000,0.00000000
1530,1.000000,6,0.910000,0.00000000
1531,1.000000,6,0.910000,0.00000000
1532,1.000000,6,0.910000,0.00000000
1533,1.000000,6,0.910000,0.00000000
1534,1.000000,6,0.910000,0.00000000
1535,1.000000,11,0.910000,0.00066707
1536,1.000000,6,0.910000,0.00000000
1537,1.000000,6,0.910000,0.00000000
1538,1.000000,8,0.910000,0.00066503
1539,1.000000,8,0.910000,0.00005846
1540,0.000000,5,0.900000,0.00000000
1541,1.000000,6,0.910000,0.00000000
1542,1.000000,6,0.910000,0.00000000
1543,1.000000,8,0.910000,0.00053867
1544,1.000000,6,0.910000,0.00000000
1545,1.000000,8,0.910000,0.00571304
1546,1.000000,8,0.910000,0.00295833
1547,1.000000,6,0.910000,0.00000000
1548,1.000000,6,0.910000,0.00000000
1549,1.000000,6,0.910000,0.00000000
1550,1.000000,6,0.910000,0.00000000
1551,1.000000,6,0.910000,0.00000000
1552,1.000000,6,0.910000,0.00000000
1553,1.000000,6,0.910000,0.00000000
1554,1.000000,6,0.910000,0.00130911
1555,1.000000,6,0.910000,0.00000000
1556,1.000000,6,0.920000,0.00000000
1557,1.000000,6,0.920000,0.00000000
1558,0.000000,2,0.910000,0.00000000
1559,0.000000,5,0.900000,0.00000000
1560,1.000000,6,0.900000,0.00000000
1561,1.000000,6,0.900000,0.00000000
1562,0.000000,2,0.890000,0.00000000
1563,1.000000,6,0.890000,0.00000000
1564,1.000000,6,0.890000,0.00000000
1565,1.000000,6,0.890000,0.00000000
1566,1.000000,6,0.890000,0.00000000
1567,1.000000,6,0.890000,0.00000000
1568,1.000000,6,0.890000,0.00000000
1569,1.000000,7,0.890000,0.00010236
1570,0.000000,5,0.880000,0.00000000
1571,1.000000,6,0.890000,0.00000000
1572,1.000000,6,0.890000,0.00000000
1573,1.000000,6,0.890000,0.00000000
1574,1.000000,6,0.890000,0.00000000
1575,1.000000,6,0.890000,0.00000000
1576,1.000000,6,0.890000,0.00000000
1577,1.000000,10,0.890000,0.00306391
1578,1.000000,6,0.890000,0.00000000
1579,1.000000,6,0.890000,0.00000000
1580,1.000000,6,0.890000,0.00000000
1581,1.000000,6,0.890000,0.00000000
1582,1.000000,6,0.890000,0.00000000
1583,1.000000,6,0.890000,0.00000000
1584,1.000000,7,0.890000,0.00022635
1585,1.000000,6,0.890000,0.00000000
1586,1.000000,6,0.890000,0.00000000
1587,1.000000,7,0.890000,0.00008459
1588,1.000000,7,0.900000,0.00003549
1589,1.000000,6,0.900000,0.00000000
1590,1.000000,8,0.900000,0.00004552
1591,1.000000,6,0.900000,0.00000000
1592,1.000000,8,0.900000,0.00495518
1593,1.000000,6,0.900000,0.00000000
1594,1.000000,6,0.900000,0.00000000
1595,1.000000,6,0.900000,0.00000000
1596,1.000000,6,0.900000,0.00000000
1597,0.000000,5,0.890000,0.00057945
1598,1.000000,6,0.890000,0.00000000
1599,1.000000,8,0.890000,0.00029335
1600,1.000000,6,0.890000,0.00000000
1601,1.000000,7,0.890000,0.00001886
1602,1.000000,10,0.890000,0.00200496
1603,1.000000,6,0.890000,0.00000000
1604,1.000000,6,0.900000,0.00000000
1605,1.000000,6,0.900000,0.00000000
1606,1.000000,6,0.900000,0.00000000
1607,1.000000,9,0.900000,0.00036745
1608,1.000000,6,0.900000,0.00000000
1609,1.000000,6,0.900000,0.00000000
1610,1.000000,6,0.900000,0.00000000
1611,1.000000,6,0.910000,0.00000000
1612,1.000000,6,0.910000,0.00000000
1613,1.000000,6,0.910000,0.00000000
1614,1.000000,6,0.910000,0.00000000
1615,1.000000,6,0.910000,0.00000000
1616,1.000000,6,0.920000,0.00000000
1617,1.000000,7,0.920000,0.00018334
1618,1.000000,6,0.920000,0.00000000
1619,1.000000,8,0.920000,0.00019246
1620,1.000000,8,0.920000,0.00015590
1621,1.000000,6,0.920000,0.00000000
1622,1.000000,6,0.920000,0.00000000
1623,1.000000,6,0.920000,0.00000000
1624,1.000000,6,0.920000,0.00000000
1625,1.000000,6,0.920000,0.00000000
1626,0.000000,4,0.910000,0.00000000
1627,1.000000,6,0.920000,0.00000000
1628,0.000000,2,0.910000,0.00000000
1629,1.000000,8,0.920000,0.00004735
1630,1.000000,6,0.920000,0.00000000
1631,1.000000,6,0.920000,0.00000000
1632,1.000000,6,0.920000,0.00000000
1633,1.000000,7,0.920000,0.00001528
1634,1.000000,7,0.920000,0.00001237
1635,1.000000,6,0.920000,0.00000000
1636,1.000000,6,0.920000,0.00000000
1637,1.000000,6,0.920000,0.00000000
1638,1.000000,6,0.920000,0.00000000
1639,0.000000,5,0.910000,0.00020791
1640,1.000000,6,0.920000,0.00000000
1641,1.000000,6,0.920000,0.00000000
1642,1.000000,7,0.920000,0.00012029
1643,1.000000,6,0.920000,0.00000000
1644,1.000000,6,0.920000,0.00000000
1645,1.000000,6,0.920000,0.00000000
1646,1.000000,6,0.920000,0.00000000
1647,1.000000,6,0.920000,0.00000000
1648,1.000000,6,0.920000,0.00000000
1649,1.000000,6,0.920000,0.00000000
1650,1.000000,6,0.920000,0.00000000
1651,1.000000,6,0.920000,0.00000000
1652,1.000000,8,0.920000,0.00197934
1653,1.000000,6,0.920000,0.00000000
1654,1.000000,6,0.920000,0.00000000
1655,1.000000,6,0.920000,0.00000000
1656,1.000000,8,0.920000,0.00046263
1657,1.000000,6,0.920000,0.00000000
1658,1.000000,6,0.930000,0.00000000
1659,1.000000,6,0.940000,0.00000000
1660,1.000000,6,0.940000,0.00000000
1661,1.000000,6,0.940000,0.00000000
1662,1.000000,6,0.950000,0.00000000
1663,1.000000,6,0.950000,0.00000000
1664,1.000000,6,0.950000,0.00000000
1665,1.000000,6,0.950000,0.00000000
1666,1.000000,6,0.950000,0.00000000
1667,1.000000,6,0.950000,0.00000000
1668,1.000000,6,0.950000,0.00000000
1669,1.000000,6,0.950000,0.00000000
1670,1.000000,6,0.960000,0.00000000
1671,1.000000,6,0.960000,0.00000000
1672,1.000000,6,0.960000,0.00000000
1673,1.000000,6,0.960000,0.00000000
1674,1.000000,6,0.960000,0.00000000
1675,1.000000,6,0.960000,0.00087267
1676,1.000000,6,0.960000,0.00000000
1677,1.000000,6,0.960000,0.00000000
1678,1.000000,6,0.960000,0.00000000
1679,1.000000,6,0.960000,0.00000000
1680,1.000000,6,0.960000,0.00000000
1681,1.000000,6,0.960000,0.00000000
1682,1.000000,6,0.960000,0.00000000
1683,1.000000,6,0.960000,0.00000000
1684,1.000000,6,0.960000,0.00000000
1685,1.000000,6,0.960000,0.00000000
1686,1.000000,7,0.960000,0.00009743
1687,1.000000,8,0.960000,0.00037934
1688,1.000000,6,0.960000,0.00000000
1689,1.000000,6,0.960000,0.00000000
1690,1.000000,6,0.960000,0.00000000
1691,1.000000,6,0.960000,0.00000000
1692,1.000000,7,0.960000,0.00007892
1693,1.000000,6,0.960000,0.00000000
1694,1.000000,6,0.960000,0.00000000
1695,1.000000,6,0.960000,0.00000000
1696,1.000000,6,0.960000,0.00000000
1697,1.000000,6,0.970000,0.00000000
1698,1.000000,6,0.970000,0.00000000
1699,1.000000,6,0.970000,0.00000000
1700,1.000000,6,0.970000,0.00000000
1701,1.000000,6,0.970000,0.00000000
1702,1.000000,7,0.970000,0.00006393
1703,1.000000,6,0.970000,0.00000000
1704,1.000000,6,0.970000,0.00000000
1705,1.000000,6,0.970000,0.00000000
1706,1.000000,6,0.970000,0.00000000
1707,1.000000,8,0.970000,0.00018274
1708,1.000000,6,0.970000,0.00000000
1709,1.000000,6,0.970000,0.00000000
1710,1.000000,6,0.970000,0.00000000
1711,1.000000,6,0.970000,0.00000000
1712,1.000000,8,0.970000,0.00030907
1713,1.000000,6,0.970000,0.00000000
1714,1.000000,8,0.970000,0.00172303
1715,0.000000,5,0.960000,0.00000000
1716,1.000000,6,0.960000,0.00000000
1717,1.000000,6,0.960000,0.00000000
1718,1.000000,6,0.960000,0.00000000
1719,1.000000,6,0.960000,0.00000000
1720,1.000000,6,0.960000,0.00000000
1721,1.000000,6,0.960000,0.00000000
1722,1.000000,6,0.960000,0.00000000
1723,1.000000,6,0.960000,0.00000000
1724,1.000000,6,0.960000,0.00000000
1725,1.000000,6,0.960000,0.00000000
1726,1.000000,6,0.970000,0.00000000
1727,1.000000,6,0.970000,0.00000000
1728,1.000000,6,0.980000,0.00000000
1729,1.000000,6,0.980000,0.00071626
1730,1.000000,6,0.980000,0.00000000
1731,1.000000,6,0.980000,0.00000000
1732,1.000000,6,0.980000,0.00000000
1733,1.000000,8,0.980000,0.00428924
1734,1.000000,6,0.980000,0.00000000
1735,1.000000,6,0.980000,0.00000000
1736,1.000000,6,0.980000,0.00000000
1737,1.000000,6,0.980000,0.00000000
1738,1.000000,6,0.980000,0.00000000
1739,1.000000,6,0.990000,0.00000000
1740,1.000000,6,0.990000,0.00000000
1741,1.000000,6,0.990000,0.00000000
1742,1.000000,6,0.990000,0.00000000
1743,1.000000,6,0.990000,0.00000000
1744,1.000000,8,0.990000,0.00071240
1745,1.000000,6,0.990000,0.00000000
1746,1.000000,6,0.990000,0.00000000
1747,1.000000,6,0.990000,0.00000000
1748,1.000000,6,0.990000,0.00000000
1749,1.000000,6,0.990000,0.00000000
1750,1.000000,6,0.990000,0.00000000
1751,1.000000,6,0.990000,0.00000000
1752,1.000000,9,0.990000,0.00012004
1753,1.000000,6,0.990000,0.00000000
1754,1.000000,7,0.990000,0.00005550
1755,1.000000,6,0.990000,0.00000000
1756,1.000000,6,0.990000,0.00000000
1757,1.000000,6,0.990000,0.00000000
1758,1.000000,6,0.990000,0.00000000
1759,1.000000,6,0.990000,0.00000000
1760,1.000000,8,0.990000,0.00370573
1761,1.000000,6,0.990000,0.00000000
1762,1.000000,6,0.990000,0.00000000
1763,1.000000,6,0.990000,0.00000000
1764,1.000000,6,0.990000,0.00000000
1765,1.000000,6,0.990000,0.00000000
1766,1.000000,6,0.990000,0.00000000
1767,1.000000,6,0.990000,0.00000000
1768,1.000000,6,0.990000,0.00000000
1769,1.000000,6,0.990000,0.00000000
1770,1.000000,6,0.990000,0.00000000
1771,1.000000,6,0.990000,0.00000000
1772,0.000000,3,0.980000,0.00000000
1773,1.000000,6,0.980000,0.00000000
1774,1.000000,6,0.980000,0.00000000
1775,1.000000,6,0.980000,0.00000000
1776,1.000000,6,0.980000,0.00000000
1777,1.000000,6,0.980000,0.00000000
1778,1.000000,6,0.980000,0.00000000
1779,0.000000,4,0.970000,0.00000000
1780,1.000000,6,0.970000,0.00000000
1781,1.000000,8,0.970000,0.00003836
1782,1.000000,8,0.970000,0.00319578
1783,1.000000,8,0.970000,0.00057704
1784,1.000000,6,0.970000,0.00000000
1785,1.000000,6,0.970000,0.00000000
1786,1.000000,8,0.970000,0.00028627
1787,1.000000,6,0.970000,0.00000000
1788,1.000000,6,0.970000,0.00000000
1789,1.000000,6,0.970000,0.00000000
1790,1.000000,6,0.970000,0.00000000
1791,1.000000,6,0.970000,0.00000000
1792,1.000000,6,0.970000,0.00000000
1793,1.000000,6,0.970000,0.00000000
1794,1.000000,6,0.970000,0.00000000
1795,1.000000,6,0.970000,0.00000000
1796,1.000000,6,0.970000,0.00000000
1797,1.000000,6,0.970000,0.00000000
1798,1.000000,6,0.970000,0.00000000
1799,1.000000,8,0.970000,0.00149664
1800,1.000000,6,0.970000,0.00000000
1801,1.000000,7,0.970000,0.00001387
1802,1.000000,6,0.970000,0.00058249
1803,1.000000,8,0.970000,0.00023188
1804,1.000000,6,0.970000,0.00000000
1805,1.000000,9,0.970000,0.00119343
1806,1.000000,6,0.970000,0.00000000
1807,1.000000,8,0.970000,0.00025426
1808,1.000000,8,0.970000,0.00018782
1809,1.000000,6,0.970000,0.00000000
1810,1.000000,6,0.970000,0.00000000
1811,1.000000,6,0.970000,0.00000000
1812,1.000000,7,0.970000,0.00008292
1813,1.000000,6,0.970000,0.00000000
1814,1.000000,6,0.970000,0.00000000
1815,1.000000,6,0.980000,0.00000000
1816,1.000000,6,0.980000,0.00000000
1817,1.000000,6,0.980000,0.00000000
1818,1.000000,6,0.980000,0.00000000
1819,1.000000,6,0.980000,0.00000000
1820,1.000000,6,0.980000,0.00000000
1821,1.000000,6,0.980000,0.00000000
1822,1.000000,6,0.980000,0.00000000
1823,1.000000,6,0.980000,0.00000000
1824,1.000000,6,0.980000,0.00000000
1825,1.000000,6,0.980000,0.00000000
1826,1.000000,8,0.980000,0.00010228
1827,1.000000,6,0.980000,0.00000000
1828,1.000000,6,0.980000,0.00000000
1829,1.000000,6,0.980000,0.00000000
1830,1.000000,6,0.980000,0.00000000
1831,1.000000,6,0.980000,0.00000000
1832,1.000000,6,0.980000,0.00000000
1833,1.000000,6,0.980000,0.00000000
1834,1.000000,6,0.980000,0.00000000
1835,1.000000,6,0.980000,0.00000000
1836,1.000000,6,0.980000,0.00000000
1837,1.000000,7,0.980000,0.00001124
1838,1.000000,6,0.980000,0.00000000
1839,1.000000,6,0.980000,0.00000000
1840,1.000000,6,0.980000,0.00000000
1841,1.000000,6,0.980000,0.00000000
1842,1.000000,6,0.980000,0.00000000
1843,1.000000,6,0.980000,0.00000000
1844,1.000000,6,0.980000,0.00000000
1845,1.000000,8,0.980000,0.00015214
1846,1.000000,6,0.980000,0.00000000
1847,1.000000,6,0.980000,0.00000000
1848,1.000000,6,0.980000,0.00000000
1849,1.000000,6,0.980000,0.00000000
1850,1.000000,6,0.980000,0.00000000
1851,1.000000,6,0.980000,0.00000000
1852,0.000000,2,0.970000,0.00000000
1853,1.000000,6,0.970000,0.00000000
1854,0.000000,2,0.960000,0.00405756
1855,1.000000,6,0.960000,0.00000000
1856,1.000000,6,0.960000,0.00000000
1857,1.000000,6,0.960000,0.00000000
1858,1.000000,6,0.960000,0.00000000
1859,1.000000,6,0.960000,0.00000000
1860,1.000000,6,0.960000,0.00000000
1861,1.000000,8,0.960000,0.00020692
1862,1.000000,6,0.960000,0.00000000
1863,1.000000,6,0.960000,0.00000000
1864,1.000000,6,0.960000,0.00000000
1865,1.000000,7,0.960000,0.00004496
1866,1.000000,6,0.960000,0.00000000
1867,1.000000,6,0.960000,0.00000000
1868,1.000000,6,0.960000,0.00000000
1869,1.000000,6,0.960000,0.00000000
1870,1.000000,6,0.960000,0.00047686
1871,1.000000,8,0.960000,0.00006643
1872,1.000000,8,0.970000,0.00014802
1873,0.000000,3,0.960000,0.00000000
1874,1.000000,6,0.960000,0.00000000
1875,1.000000,6,0.960000,0.00000000
1876,1.000000,6,0.960000,0.00000000
1877,1.000000,6,0.960000,0.00000000
1878,1.000000,6,0.960000,0.00000000
1879,1.000000,6,0.970000,0.00000000
1880,1.000000,6,0.970000,0.00000000
1881,1.000000,6,0.970000,0.00000000
1882,1.000000,6,0.970000,0.00000000
1883,1.000000,6,0.970000,0.00000000
1884,1.000000,6,0.970000,0.00000000
1885,1.000000,6,0.970000,0.00000000
1886,1.000000,6,0.970000,0.00000000
1887,1.000000,6,0.970000,0.00000000
1888,1.000000,6,0.970000,0.00000000
1889,1.000000,6,0.970000,0.00000000
1890,1.000000,6,0.970000,0.00000000
1891,1.000000,6,0.970000,0.00000000
1892,1.000000,6,0.970000,0.00000000
1893,1.000000,6,0.970000,0.00000000
1894,1.000000,6,0.970000,0.00000000
1895,1.000000,6,0.970000,0.00000000
1896,1.000000,6,0.970000,0.00000000
1897,1.000000,6,0.970000,0.00000000
1898,1.000000,6,0.970000,0.00000000
1899,1.000000,6,0.970000,0.00000000
1900,1.000000,6,0.970000,0.00000000
1901,1.000000,6,0.970000,0.00000000
1902,1.000000,6,0.970000,0.00000000
1903,0.000000,5,0.960000,0.00000000
1904,1.000000,6,0.960000,0.00000000
1905,1.000000,6,0.960000,0.00000000
1906,1.000000,6,0.960000,0.00000000
1907,1.000000,6,0.960000,0.00000000
1908,1.000000,6,0.960000,0.00000000
1909,1.000000,6,0.960000,0.00000000
1910,1.000000,6,0.960000,0.00000000
1911,1.000000,6,0.960000,0.00000000
1912,1.000000,6,0.960000,0.00000000
1913,1.000000,6,0.960000,0.00000000
1914,1.000000,6,0.960000,0.00000000
1915,1.000000,6,0.960000,0.00000000
1916,0.000000,5,0.950000,0.00000000
1917,1.000000,6,0.950000,0.00000000
1918,1.000000,6,0.950000,0.00038750
1919,1.000000,6,0.950000,0.00000000
1920,1.000000,6,0.950000,0.00000000
1921,1.000000,6,0.950000,0.00000000
1922,1.000000,8,0.950000,0.00011989
1923,1.000000,6,0.950000,0.00000000
1924,1.000000,6,0.950000,0.00000000
1925,1.000000,6,0.950000,0.00000000
1926,1.000000,6,0.950000,0.00000000
1927,1.000000,6,0.950000,0.00000000
1928,1.000000,6,0.950000,0.00000000
1929,1.000000,6,0.950000,0.00000000
1930,1.000000,6,0.950000,0.00000000
1931,1.000000,6,0.950000,0.00000000
1932,1.000000,6,0.950000,0.00000000
1933,1.000000,8,0.950000,0.00275125
1934,1.000000,6,0.950000,0.00000000
1935,1.000000,8,0.950000,0.00016971
1936,1.000000,6,0.950000,0.00000000
1937,0.000000,4,0.940000,0.00000000
1938,1.000000,6,0.940000,0.00000000
1939,1.000000,6,0.940000,0.00000000
1940,1.000000,8,0.940000,0.00046740
1941,1.000000,6,0.940000,0.00000000
1942,1.000000,6,0.940000,0.00000000
1943,1.000000,6,0.940000,0.00000000
1944,1.000000,6,0.940000,0.00000000
1945,1.000000,6,0.940000,0.00000000
1946,1.000000,6,0.940000,0.00000000
1947,1.000000,6,0.940000,0.00000000
1948,1.000000,6,0.940000,0.00000000
1949,1.000000,6,0.940000,0.00000000
1950,1.000000,6,0.940000,0.00000000
1951,1.000000,6,0.940000,0.00000000
1952,1.000000,6,0.950000,0.00000000
1953,1.000000,7,0.950000,0.00000910
1954,1.000000,6,0.960000,0.00000000
1955,1.000000,6,0.960000,0.00000000
1956,1.000000,6,0.960000,0.00000000
1957,1.000000,6,0.960000,0.00000000
1958,1.000000,6,0.960000,0.00000000
1959,1.000000,6,0.960000,0.00000000
1960,1.000000,7,0.960000,0.00002752
1961,0.000000,3,0.950000,0.00008497
1962,1.000000,6,0.950000,0.00000000
1963,1.000000,8,0.950000,0.00009711
1964,1.000000,6,0.950000,0.00000000
1965,1.000000,6,0.950000,0.00000000
1966,1.000000,6,0.950000,0.00000000
1967,1.000000,6,0.950000,0.00000000
1968,1.000000,6,0.950000,0.00000000
1969,1.000000,6,0.950000,0.00031577
1970,1.000000,6,0.950000,0.00000000
1971,1.000000,6,0.950000,0.00000000
1972,1.000000,7,0.950000,0.00006716
1973,1.000000,6,0.960000,0.00000000
1974,1.000000,8,0.960000,0.00037860
1975,1.000000,8,0.960000,0.00012323
1976,1.000000,6,0.960000,0.00000000
1977,0.000000,5,0.950000,0.00000000
1978,1.000000,6,0.950000,0.00000000
1979,1.000000,6,0.950000,0.00000000
1980,1.000000,6,0.950000,0.00000000
1981,1.000000,6,0.950000,0.00000000
1982,1.000000,6,0.950000,0.00000000
1983,1.000000,6,0.950000,0.00000000
1984,1.000000,6,0.950000,0.00000000
1985,1.000000,6,0.950000,0.00000000
1986,1.000000,6,0.950000,0.00000000
1987,1.000000,6,0.950000,0.00000000
1988,1.000000,6,0.950000,0.00000000
1989,1.000000,6,0.950000,0.00000000
1990,1.000000,6,0.950000,0.00000000
1991,1.000000,6,0.950000,0.00000000
1992,1.000000,6,0.950000,0.00000000
1993,1.000000,6,0.950000,0.00000000
1994,1.000000,6,0.950000,0.00000000
1995,1.000000,6,0.950000,0.00000000
1996,1.000000,7,0.950000,0.00002950
1997,1.000000,6,0.950000,0.00000000
1998,1.000000,6,0.950000,0.00000000
1999,1.000000,6,0.950000,0.00000000
2000,1.000000,6,0.950000,0.00000000
2001,1.000000,6,0.950000,0.00000000
2002,1.000000,6,0.950000,0.00000000
2003,1.000000,6,0.960000,0.00025651
2004,1.000000,6,0.960000,0.00000000
2005,1.000000,6,0.960000,0.00000000
2006,1.000000,6,0.960000,0.00000000
2007,1.000000,6,0.960000,0.00000000
2008,1.000000,6,0.960000,0.00000000
2009,1.000000,6,0.960000,0.00000000
2010,1.000000,6,0.960000,0.00000000
2011,1.000000,6,0.960000,0.00000000
2012,1.000000,6,0.960000,0.00000000
2013,1.000000,6,0.960000,0.00000000
2014,1.000000,6,0.960000,0.00000000
2015,1.000000,6,0.960000,0.00000000
2016,1.000000,6,0.970000,0.00000000
2017,1.000000,6,0.970000,0.00000000
2018,1.000000,8,0.970000,0.00030666
2019,1.000000,7,0.970000,0.00000737
2020,1.000000,6,0.970000,0.00000000
2021,1.000000,6,0.970000,0.00000000
2022,1.000000,7,0.970000,0.00002229
2023,1.000000,6,0.970000,0.00000000
2024,1.000000,6,0.970000,0.00000000
2025,1.000000,6,0.970000,0.00000000
2026,1.000000,6,0.970000,0.00000000
2027,1.000000,7,0.970000,0.00000812
2028,1.000000,6,0.970000,0.00000000
2029,1.000000,6,0.970000,0.00000000
2030,1.000000,7,0.970000,0.00005440
2031,1.000000,6,0.970000,0.00020837
2032,1.000000,6,0.970000,0.00000000
2033,1.000000,6,0.970000,0.00000000
2034,1.000000,7,0.970000,0.00001805
2035,1.000000,6,0.970000,0.00000000
2036,1.000000,6,0.970000,0.00000000
2037,1.000000,6,0.980000,0.00000000
2038,1.000000,6,0.980000,0.00000000
2039,1.000000,6,0.980000,0.00000000
2040,1.000000,7,0.980000,0.00001462
2041,1.000000,6,0.980000,0.00000000
